,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,web-scraper-order,web-scraper-start-url,img,title,date,location,created_in,year,id,hm,entropy,month_parsed,year_parsed,parsed_date,avg_brightness,time_js
510,510,510,510,510,1591721298-8400,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Van_Gogh_-_Le_Moulin_de_la_Galette2.jpeg/1024px-Van_Gogh_-_Le_Moulin_de_la_Galette2.jpeg,Le Moulin de la Galette,1886,"Neue Nationalgalerie, Berlin",Paris,[1886],1591721298-8400,7.200181641474174,20.863591926540167,[],[1886],"[datetime.datetime(1886, 1, 1, 0, 0)]",161.61281588447653,[-2650752000000.0]
511,511,511,511,511,1591721298-8508,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Kreupelhout_-_s0079V1962_-_Van_Gogh_Museum.jpg/1024px-Kreupelhout_-_s0079V1962_-_Van_Gogh_Museum.jpg,Undergrowth,1887,"Van Gogh Museum, Amsterdam",Paris,[1887],1591721298-8508,3.686545653045503,20.865627560154827,[],[1887],"[datetime.datetime(1887, 1, 1, 0, 0)]",111.05941237364893,[-2619216000000.0]
512,512,512,512,512,1591721298-8094,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Van_Gogh_-_Waldrand.jpeg/1024px-Van_Gogh_-_Waldrand.jpeg,Edge of a Wood,August 1882,"Kröller-Müller Museum, Otterlo",The Hague,[1882],1591721298-8094,4.5156475728023535,20.817799718722,['August'],[1882],"[datetime.datetime(1882, 8, 1, 0, 0)]",95.78095828147227,[-2758665600000.0]
513,513,513,513,513,1591721298-8522,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Two_sunflowers.jpg/1024px-Two_sunflowers.jpg,Two Cut Sunflowers,1887,"Metropolitan Museum of Art, New York",Paris,[1887],1591721298-8522,4.687155458234296,20.861665143573095,[],[1887],"[datetime.datetime(1887, 1, 1, 0, 0)]",167.59383719308036,[-2619216000000.0]
514,514,514,514,514,1591721298-8126,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/Van_Gogh_-_Der_alte_Friedhofsturm_in_Nuenen_mit_drei_Figuren.jpeg/1024px-Van_Gogh_-_Der_alte_Friedhofsturm_in_Nuenen_mit_drei_Figuren.jpeg,The Old Tower of Nuenen with People Walking,May 1884,Private collection,Nuenen,[1884],1591721298-8126,8.197876599510646,20.703933746411987,['May'],[1884],"[datetime.datetime(1884, 5, 1, 0, 0)]",161.2356193296371,[-2703456000000.0]
515,515,515,515,515,1591721298-8973,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Van_Gogh_-_Kauernder_Junge_mit_Sichel.jpeg/1024px-Van_Gogh_-_Kauernder_Junge_mit_Sichel.jpeg,Boy Cutting Grass with a Sickle,October 1881,"Kröller-Müller Museum, Otterlo",Etten,[1881],1591721298-8973,6.9583775217980275,20.83839644146433,['October'],[1881],"[datetime.datetime(1881, 10, 1, 0, 0)]",170.56057578225548,[-2784931200000.0]
516,516,516,516,516,1591721298-8578,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Vincent_van_Gogh_-_De_roze_perzikboom_-_Google_Art_Project.jpg/1024px-Vincent_van_Gogh_-_De_roze_perzikboom_-_Google_Art_Project.jpg,Peach Tree in Blossom,April-May 1888,"Van Gogh Museum, Amsterdam",Arles,[1888],1591721298-8578,5.268388936755405,20.86871013872762,"['April', 'May']",[1888],"[datetime.datetime(1888, 4, 1, 0, 0), datetime.datetime(1888, 5, 1, 0, 0)]",165.18922024157962,"[-2579817600000.0, -2577225600000.0]"
517,517,517,517,517,1591721298-9034,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Scheveningen_Woman_with_Wheeelbarrow.jpg/1024px-Scheveningen_Woman_with_Wheeelbarrow.jpg,Scheveningen Woman with Wheelbarrow,May 1883,"Kröller-Müller Museum, Otterlo",The Hague,[1883],1591721298-9034,3.3705672198809515,20.808392511395663,['May'],[1883],"[datetime.datetime(1883, 5, 1, 0, 0)]",178.0808603406984,[-2735078400000.0]
518,518,518,518,518,1591721298-8529,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Druiven_-_s0194V1962_-_Van_Gogh_Museum.jpg/1024px-Druiven_-_s0194V1962_-_Van_Gogh_Museum.jpg,Still Life with Grapes,1887,"Van Gogh Museum, Amsterdam",Paris,[1887],1591721298-8529,4.575147773636228,20.870085933815602,[],[1887],"[datetime.datetime(1887, 1, 1, 0, 0)]",136.3914719906599,[-2619216000000.0]
519,519,519,519,519,1591721298-8828,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Olijfbomen_op_een_berghelling_-_s0148V1962_-_Van_Gogh_Museum.jpg/1024px-Olijfbomen_op_een_berghelling_-_s0148V1962_-_Van_Gogh_Museum.jpg,Olive Trees against a Slope of a Hill,November-December 1889,"Van Gogh Museum, Amsterdam",Saint-Rémy,[1889],1591721298-8828,3.3816783876678436,20.862263448485567,"['November', 'December']",[1889],"[datetime.datetime(1889, 11, 1, 0, 0), datetime.datetime(1889, 12, 1, 0, 0)]",91.50637514034432,"[-2529792000000.0, -2527200000000.0]"
520,520,520,520,520,1591721298-8277,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Van_Gogh_-_Stillleben_mit_gelbem_Strohhut.jpeg/1024px-Van_Gogh_-_Stillleben_mit_gelbem_Strohhut.jpeg,Still Life with Straw Hat,September 1885,"Kröller-Müller Museum, Otterlo",Nuenen,[1885],1591721298-8277,5.086543506582042,20.65331833342244,['September'],[1885],"[datetime.datetime(1885, 9, 1, 0, 0)]",115.15876600477431,[-2661292800000.0]
521,521,521,521,521,1591721298-8842,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Landschap_met_konijnen_-_s0099V1962_-_Van_Gogh_Museum.jpg/1024px-Landschap_met_konijnen_-_s0099V1962_-_Van_Gogh_Museum.jpg,Field with Two Rabbits,December 1889,"Van Gogh Museum, Amsterdam",Saint-Rémy,[1889],1591721298-8842,3.2810428298859056,20.869003436904816,['December'],[1889],"[datetime.datetime(1889, 12, 1, 0, 0)]",122.15740651873465,[-2527200000000.0]
522,522,522,522,522,1591721298-8919,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Still_Life_-_Japanese_Vase_with_Roses_and_Anemones.jpg/1024px-Still_Life_-_Japanese_Vase_with_Roses_and_Anemones.jpg,Still Life: Japanese Vase with Roses and Anemones,June 1890,"Musée d'Orsay, Paris",Auvers-sur-Oise,[1890],1591721298-8919,6.52846327813613,20.77740449534392,['June'],[1890],"[datetime.datetime(1890, 6, 1, 0, 0)]",147.23436836960477,[-2511475200000.0]
523,523,523,523,523,1591721298-8584,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Veld_met_klaprozen_-_s0033V1962_-_Van_Gogh_Museum.jpg/1024px-Veld_met_klaprozen_-_s0033V1962_-_Van_Gogh_Museum.jpg,Farmhouse in a Wheat Field near Arles,May 1888,"Van Gogh Museum, Amsterdam",Arles,[1888],1591721298-8584,2.116466918994528,20.850892682337204,['May'],[1888],"[datetime.datetime(1888, 5, 1, 0, 0)]",147.50645324972785,[-2577225600000.0]
524,524,524,524,524,1591721298-9071,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/The_Fortifications_of_Paris_with_Houses_or_The_Ramparts_of_Paris_f_1403.jpg/1024px-The_Fortifications_of_Paris_with_Houses_or_The_Ramparts_of_Paris_f_1403.jpg,The Ramparts of Paris,1887,"Whitworth Art Gallery, Manchester",Paris,[1887],1591721298-9071,4.556660189204293,20.800489511371385,[],[1887],"[datetime.datetime(1887, 1, 1, 0, 0)]",193.5829623002663,[-2619216000000.0]
525,525,525,525,525,1591721298-8817,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Vincent_Van_Gogh%2C_Landscape_with_Figures%2C_1889%2C_oil_on_canvas%2C_The_Baltimore_Museum_of_Art.jpg/1024px-Vincent_Van_Gogh%2C_Landscape_with_Figures%2C_1889%2C_oil_on_canvas%2C_The_Baltimore_Museum_of_Art.jpg,Landscape with Trees and Figures,November 1889,Baltimore Museum of Art,Saint-Rémy,[1889],1591721298-8817,11.745658695785835,20.860560676560407,['November'],[1889],"[datetime.datetime(1889, 11, 1, 0, 0)]",120.38101142207279,[-2529792000000.0]
526,526,526,526,526,1591721298-8612,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Vincent_van_Gogh_-_The_Rocks_-_Google_Art_Project.jpg/1024px-Vincent_van_Gogh_-_The_Rocks_-_Google_Art_Project.jpg,Rocks with Oak Tree,July 1888,"Museum of Fine Arts, Houston",Arles,[1888],1591721298-8612,9.223536480908118,20.85700628482957,['July'],[1888],"[datetime.datetime(1888, 7, 1, 0, 0)]",156.37009151785713,[-2571955200000.0]
527,527,527,527,527,1591721298-8838,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Van_Gogh_-_Die_Schlucht_%22Les_Peiroulets%222.jpeg/1024px-Van_Gogh_-_Die_Schlucht_%22Les_Peiroulets%222.jpeg,Les Peiroulets Ravine,December 1889,"Kröller-Müller Museum, Otterlo",Saint-Rémy,[1889],1591721298-8838,5.2664781316787135,20.863778616782803,['December'],[1889],"[datetime.datetime(1889, 12, 1, 0, 0)]",115.16862423425869,[-2527200000000.0]
528,528,528,528,528,1591721298-9054,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/Gogh_-_f_1688.jpg/1024px-Gogh_-_f_1688.jpg,"Weaver, Arranging Threads",May 1884,"Van Gogh Museum, Amsterdam",Nuenen,[1884],1591721298-9054,3.0239576356140416,20.36365621252433,['May'],[1884],"[datetime.datetime(1884, 5, 1, 0, 0)]",106.49226965315468,[-2703456000000.0]
529,529,529,529,529,1591721298-8683,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Madame_Roulin_and_Her_Baby_MET_DT3154.jpg/1024px-Madame_Roulin_and_Her_Baby_MET_DT3154.jpg,Mother Roulin with Her Baby,November-December 1888,"Metropolitan Museum of Art, New York",Arles,[1888],1591721298-8683,11.087894917713488,20.6675676038439,"['November', 'December']",[1888],"[datetime.datetime(1888, 11, 1, 0, 0), datetime.datetime(1888, 12, 1, 0, 0)]",171.15226339023314,"[-2561328000000.0, -2558736000000.0]"
530,530,530,530,530,1591721298-8982,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Woman_Churning_Butter_f892_jh72.jpg/1024px-Woman_Churning_Butter_f892_jh72.jpg,Woman Churning Butter,October 1881,"Kröller-Müller Museum, Otterlo",Etten,[1881],1591721298-8982,14.37819547177866,20.191334921158234,['October'],[1881],"[datetime.datetime(1881, 10, 1, 0, 0)]",113.19853346215724,[-2784931200000.0]
531,531,531,531,531,1591721298-8148,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Vaas_met_judaspenningen_-_s0009V1962_-_Van_Gogh_Museum.jpg/1024px-Vaas_met_judaspenningen_-_s0009V1962_-_Van_Gogh_Museum.jpg,Vase with Honesty,Autumn-Winter 1884-85,"Van Gogh Museum, Amsterdam",Nuenen,"[1884, 1885]",1591721298-8148,2.845659150972629,20.826379626355614,[],"[1884, 1885]","[datetime.datetime(1884, 1, 1, 0, 0), datetime.datetime(1885, 1, 1, 0, 0)]",77.17830491151433,"[-2713910400000.0, -2682288000000.0]"
532,532,532,532,532,1591721298-8490,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Vase-with-Cornflowers-and-Poppies_F324.jpg/1024px-Vase-with-Cornflowers-and-Poppies_F324.jpg,Vase with Cornflowers and Poppies,1887,Private collection,Paris,[1887],1591721298-8490,12.4095864935687,20.56805275358049,[],[1887],"[datetime.datetime(1887, 1, 1, 0, 0)]",85.96563792212267,[-2619216000000.0]
533,533,533,533,533,1591721298-8249,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Vrouw_met_falie_-_s0058V1962_-_Van_Gogh_Museum.jpg/1024px-Vrouw_met_falie_-_s0058V1962_-_Van_Gogh_Museum.jpg,Woman with a Mourning Shawl,May 1885,"Van Gogh Museum, Amsterdam",Nuenen,[1885],1591721298-8249,0.6302127151111313,19.867670703819368,['May'],[1885],"[datetime.datetime(1885, 5, 1, 0, 0)]",32.553199890179194,[-2671920000000.0]
534,534,534,534,534,1591721298-9166,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Gogh_-_jh_0422.jpg/1024px-Gogh_-_jh_0422.jpg,"Plowman with Stooping Woman, and a Little Farmhouse with Piles of Peat",November 1883,"Van Gogh Museum, Amsterdam",Drenthe,[1883],1591721298-9166,18.946445184034268,20.03554943473974,['November'],[1883],"[datetime.datetime(1883, 11, 1, 0, 0)]",201.47682000155473,[-2719180800000.0]
535,535,535,535,535,1591721298-8875,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Van_Gogh_-_Spaziergang_im_Mondlicht.jpeg/1024px-Van_Gogh_-_Spaziergang_im_Mondlicht.jpeg,Landscape with Couple Walking and Crescent Moon,May 1890,São Paulo Museum of Art,Saint-Rémy,[1890],1591721298-8875,16.082993087315767,20.844145781269322,['May'],[1890],"[datetime.datetime(1890, 5, 1, 0, 0)]",167.50015305579217,[-2514153600000.0]
536,536,536,536,536,1591721298-8112,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Marshy_Landscape.jpg/1024px-Marshy_Landscape.jpg,Marshy Landscape,August 1883,Private collection,The Hague,[1883],1591721298-8112,1.401140217728746,20.794705290228386,['August'],[1883],"[datetime.datetime(1883, 8, 1, 0, 0)]",117.9679364696369,[-2727129600000.0]
537,537,537,537,537,1591721298-8461,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Van_Gogh_-_Bildnis_des_Kunsth%C3%A4ndlers_Alexander_Reid.jpeg/1024px-Van_Gogh_-_Bildnis_des_Kunsth%C3%A4ndlers_Alexander_Reid.jpeg,Portrait of Art Dealer Alexander Reid,1887,"Kelvingrove Art Gallery and Museum, Glasgow",Paris,[1887],1591721298-8461,2.9955320435182307,20.86472186345716,[],[1887],"[datetime.datetime(1887, 1, 1, 0, 0)]",131.13464412778757,[-2619216000000.0]
538,538,538,538,538,1591721298-9122,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Scheveningen_Woman_Standing_jh88.jpg/1024px-Scheveningen_Woman_Standing_jh88.jpg,Scheveningen Woman Standing,December 1881,"Van Gogh Museum, Amsterdam",Etten,[1881],1591721298-9122,8.000480593380601,20.56749376708046,['December'],[1881],"[datetime.datetime(1881, 12, 1, 0, 0)]",133.86997853973764,[-2779660800000.0]
539,539,539,539,539,1591721298-8576,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Van_Gogh_-_Bl%C3%BChender_Obstgarten2.jpeg/1024px-Van_Gogh_-_Bl%C3%BChender_Obstgarten2.jpeg,Orchard in Blossom,April 1888,Private collection,Arles,[1888],1591721298-8576,6.615904126527286,20.871065679878434,['April'],[1888],"[datetime.datetime(1888, 4, 1, 0, 0)]",180.58455769183414,[-2579817600000.0]
540,540,540,540,540,1591721298-9224,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Gogh_-_jh_1769.jpg/1024px-Gogh_-_jh_1769.jpg,Enclosed Field with Ploughman,3-4 September 1889,"Van Gogh Museum, Amsterdam",Saint Rémy,[1889],1591721298-9224,12.164768534860887,20.79848584985843,['September'],[1889],"[datetime.datetime(1889, 9, 1, 0, 0)]",203.54525151234193,[-2535062400000.0]
541,541,541,541,541,1591721298-8437,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c5/Zelfportret_-_s0155V1962_-_Van_Gogh_Museum.jpg/1024px-Zelfportret_-_s0155V1962_-_Van_Gogh_Museum.jpg,Self-Portrait,1887,"Van Gogh Museum, Amsterdam",Paris,[1887],1591721298-8437,1.1918831233492562,20.6228442741962,[],[1887],"[datetime.datetime(1887, 1, 1, 0, 0)]",137.5749769725018,[-2619216000000.0]
542,542,542,542,542,1591721298-8283,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b2/Stilleven_met_groente_en_fruit_-_s0070V1962_-_Van_Gogh_Museum.jpg/1024px-Stilleven_met_groente_en_fruit_-_s0070V1962_-_Van_Gogh_Museum.jpg,Still Life with Vegetables and Fruit,September 1885,"Van Gogh Museum, Amsterdam",Nuenen,[1885],1591721298-8283,1.0345024464969086,20.53037464015716,['September'],[1885],"[datetime.datetime(1885, 9, 1, 0, 0)]",61.79644469409631,[-2661292800000.0]
543,543,543,543,543,1591721298-8876,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Van_Gogh_-_Country_road_in_Provence_by_night.jpg/1024px-Van_Gogh_-_Country_road_in_Provence_by_night.jpg,Road with Cypress and Star,May 1890,"Kröller-Müller Museum, Otterlo",Saint-Rémy,[1890],1591721298-8876,9.87116695900151,20.85105464507355,['May'],[1890],"[datetime.datetime(1890, 5, 1, 0, 0)]",136.76831983685312,[-2514153600000.0]
544,544,544,544,544,1591721298-9180,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/5/56/Gogh_-_jh_0735.jpg/1024px-Gogh_-_jh_0735.jpg,Five Persons at a Meal,11 April 1885,"Van Gogh Museum, Amsterdam",Nuenen,[1885],1591721298-9180,22.592912119832448,20.84759413724086,['April'],[1885],"[datetime.datetime(1885, 4, 1, 0, 0)]",119.98568560163551,[-2674512000000.0]
545,545,545,545,545,1591721298-8707,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Vincent_van_Gogh_-_Portrait_of_Doctor_F%C3%A9lix_Rey_%28F500%29.jpg/1024px-Vincent_van_Gogh_-_Portrait_of_Doctor_F%C3%A9lix_Rey_%28F500%29.jpg,Portrait of Doctor Félix Rey,January 1889,"Pushkin Museum, Moscow",Arles,[1889],1591721298-8707,6.659750194308058,20.868303116565567,['January'],[1889],"[datetime.datetime(1889, 1, 1, 0, 0)]",108.34226976177243,[-2556057600000.0]
546,546,546,546,546,1591721298-8181,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Van_Gogh_-_Kopf_einer_Barbanter_B%C3%A4uerin_mit_dunkler_Haube2.jpeg/1024px-Van_Gogh_-_Kopf_einer_Barbanter_B%C3%A4uerin_mit_dunkler_Haube2.jpeg,Head of a Peasant Woman,January 1885,"Cincinnati Art Museum, Cincinnati",Nuenen,[1885],1591721298-8181,0.5051085224656225,20.788823745696085,['January'],[1885],"[datetime.datetime(1885, 1, 1, 0, 0)]",65.7287438802906,[-2682288000000.0]
547,547,547,547,547,1591721298-8172,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/8/80/Vincent_van_Gogh_-_Head_of_a_peasant_-_Google_Art_Project.jpg/1024px-Vincent_van_Gogh_-_Head_of_a_peasant_-_Google_Art_Project.jpg,Head of a Peasant with Cap,December 1884,"Art Gallery of New South Wales, Sydney",Nuenen,[1884],1591721298-8172,0.943559911742575,20.217713680435914,['December'],[1884],"[datetime.datetime(1884, 12, 1, 0, 0)]",36.48585784822087,[-2684966400000.0]
548,548,548,548,548,1591721298-9063,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/F_1296.jpg/1024px-F_1296.jpg,Two Women Talking to Each Other While Digging,August 1885,Private collection,Nuenen,[1885],1591721298-9063,5.185550384884491,20.150122245887406,['August'],[1885],"[datetime.datetime(1885, 8, 1, 0, 0)]",162.32665037283698,[-2663971200000.0]
549,549,549,549,549,1591721298-8331,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Paard_-_s0202V1962_-_Van_Gogh_Museum.jpg/1024px-Paard_-_s0202V1962_-_Van_Gogh_Museum.jpg,Horse,1886,"Van Gogh Museum, Amsterdam",Paris,[1886],1591721298-8331,3.237985775621365,20.679153726949142,[],[1886],"[datetime.datetime(1886, 1, 1, 0, 0)]",101.4886162405303,[-2650752000000.0]
550,550,550,550,550,1591721298-8313,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Autumn_landscape.jpg/1024px-Autumn_landscape.jpg,Autumn Landscape with Four Trees,November 1885,"Kröller-Müller Museum, Otterlo",Nuenen,[1885],1591721298-8313,5.368545129153458,20.866073532605828,['November'],[1885],"[datetime.datetime(1885, 11, 1, 0, 0)]",113.03865033864068,[-2656022400000.0]
551,551,551,551,551,1591721298-9191,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Gogh_-_jh_1400.jpg/1024px-Gogh_-_jh_1400.jpg,Orchard and House with Orange Roof,21 April 1888,"Van Gogh Museum, Amsterdam",Arles,[1888],1591721298-9191,8.659528479356812,15.615553414568673,['April'],[1888],"[datetime.datetime(1888, 4, 1, 0, 0)]",235.74821340460525,[-2579817600000.0]
552,552,552,552,552,1591721298-8627,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Van_Gogh_-_Rhonebarken.jpeg/1024px-Van_Gogh_-_Rhonebarken.jpeg,Quay with Men Unloading Sand Barges,August 1888,"Museum Folkwang, Essen",Arles,[1888],1591721298-8627,5.9175911382244335,20.865319105887448,['August'],[1888],"[datetime.datetime(1888, 8, 1, 0, 0)]",147.58873860097864,[-2569276800000.0]
553,553,553,553,553,1591721298-8359,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/Vincent_van_Gogh_-_Windmills_on_Montmartre_-_Google_Art_Project.jpg/1024px-Vincent_van_Gogh_-_Windmills_on_Montmartre_-_Google_Art_Project.jpg,Le Moulin de Blute-Fin,1886,"Bridgestone Museum of Art, Tokyo",Paris,[1886],1591721298-8359,4.575218290751171,20.845805706240984,[],[1886],"[datetime.datetime(1886, 1, 1, 0, 0)]",142.0712013334811,[-2650752000000.0]
554,554,554,554,554,1591721298-8398,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Van_Gogh_Still_Life_with_Fruit_and_Chestnuts.jpg/1024px-Van_Gogh_Still_Life_with_Fruit_and_Chestnuts.jpg,Still Life with Fruit and Chestnuts,1886,Fine Arts Museums of San Francisco,Paris,[1886],1591721298-8398,5.938422484902695,20.685410303960282,[],[1886],"[datetime.datetime(1886, 1, 1, 0, 0)]",102.2879938327681,[-2650752000000.0]
555,555,555,555,555,1591721298-8252,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Van_Gogh_-_B%C3%A4uerin%2C_auf_einem_Stuhl_sitzend.jpeg/1024px-Van_Gogh_-_B%C3%A4uerin%2C_auf_einem_Stuhl_sitzend.jpeg,Peasant Woman Sitting on a Chair,June 1885,Private collection,Nuenen,[1885],1591721298-8252,3.3224583618252166,20.86913541779016,['June'],[1885],"[datetime.datetime(1885, 6, 1, 0, 0)]",125.2595801451659,[-2669241600000.0]
556,556,556,556,556,1591721298-8938,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/5/52/Van_Gogh_-_Weizenfelder.jpeg/1024px-Van_Gogh_-_Weizenfelder.jpeg,Wheat Fields,July 1890,Private collection,Auvers-sur-Oise,[1890],1591721298-8938,11.825761842935659,20.799940613618567,['July'],[1890],"[datetime.datetime(1890, 7, 1, 0, 0)]",129.20955145994208,[-2508883200000.0]
557,557,557,557,557,1591721298-8089,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Van_Gogh_-_Landschaft_mit_Netzflickerinnen.jpeg/1024px-Van_Gogh_-_Landschaft_mit_Netzflickerinnen.jpeg,Women Mending Nets in the Dunes,August 1882,Private collection,The Hague,[1882],1591721298-8089,4.154645514865707,20.856084895962255,['August'],[1882],"[datetime.datetime(1882, 8, 1, 0, 0)]",89.8684241022974,[-2758665600000.0]
558,558,558,558,558,1591721298-8862,https://en.wikipedia.org/wiki/List_of_works_by_Vincent_van_Gogh,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Van_Gogh_-_Trauernder_alter_Mann.jpeg/1024px-Van_Gogh_-_Trauernder_alter_Mann.jpeg,At Eternity's Gate,April-May 1890,"Kröller-Müller Museum, Otterlo",Saint-Rémy,[1890],1591721298-8862,5.297642429677671,20.865896896929247,"['April', 'May']",[1890],"[datetime.datetime(1890, 4, 1, 0, 0), datetime.datetime(1890, 5, 1, 0, 0)]",158.99097114359236,"[-2516745600000.0, -2514153600000.0]"
